nodeid,name
0eef8b3f-8fa4-11ea-a6a6-02e7594ce0a0,Fetch Type
12afd3e2-8f9d-11ea-a6a6-02e7594ce0a0,Feature Landform Type
1cecc895-f65c-11ea-afe6-0a5a9a4f6ef7,Geoarchaeological Timespace
1cecc898-f65c-11ea-afe6-0a5a9a4f6ef7,Geoarchaeological From Date
1cecc899-f65c-11ea-afe6-0a5a9a4f6ef7,AH Date From
5297faa8-8e16-11ea-a6a6-02e7594ce0a0,Geoarchaeology
c86fdfe8-cb7e-11ea-a292-02e7594ce0a0,COMPONENT ID
1cecc89c-f65c-11ea-afe6-0a5a9a4f6ef7,BP Date From
947ccaa6-1ea5-11eb-af98-02e7594ce0a0,Information Resource Acquisition Date
1cecc89d-f65c-11ea-afe6-0a5a9a4f6ef7,SH Date to
1cecc89e-f65c-11ea-afe6-0a5a9a4f6ef7,Geoarchaeological To Date
1cecc89f-f65c-11ea-afe6-0a5a9a4f6ef7,AH Date To
1cecc8a0-f65c-11ea-afe6-0a5a9a4f6ef7,BP Date To
1d53af1c-8f75-11ea-a6a6-02e7594ce0a0,Geoarchaeology Assessment
1d7c082e-8f7d-11ea-a6a6-02e7594ce0a0,Source of Evidence
267ece34-8fa0-11ea-a6a6-02e7594ce0a0,Feature Interpretation Type
2ce1f3f6-98db-11ea-b04a-02e7594ce0a0,Resource Name
2ce1f3fc-98db-11ea-b04a-02e7594ce0a0,Description Assignment
2ce1f402-98db-11ea-b04a-02e7594ce0a0,Resource Summary
2ce1f406-98db-11ea-b04a-02e7594ce0a0,General Description
2ce1f408-98db-11ea-b04a-02e7594ce0a0,General Description Type
2ce1f40d-98db-11ea-b04a-02e7594ce0a0,Name Type
2e24cefe-8f7d-11ea-a6a6-02e7594ce0a0,Source of Evidence Type
2e872836-8f9d-11ea-a6a6-02e7594ce0a0,Feature Landform Arrangement Type
301e96cc-8fa0-11ea-a6a6-02e7594ce0a0,Feature Interpretation Type Certainty
3650a276-8f76-11ea-a6a6-02e7594ce0a0,Quaternary Divisions
40c49e8c-cc08-11ea-a292-02e7594ce0a0,Investigator Role Type
42402ac4-aa39-11ea-b04a-02e7594ce0a0,Feature Sediment Transition
947cca97-1ea5-11eb-af98-02e7594ce0a0,GE Imagery Acquisition Date
43501e28-8f7d-11ea-a6a6-02e7594ce0a0,Related Information Resource
4beffbc2-8f76-11ea-a6a6-02e7594ce0a0,Quaternary Division Certainty
4d3de2a6-8f9d-11ea-a6a6-02e7594ce0a0,Feature Landform Number Type
4f7003ee-99a5-11ea-b04a-02e7594ce0a0,Process Indicator/Evidence of
5297fa9f-8e16-11ea-a6a6-02e7594ce0a0,GEOARCH ID
5297faa9-8e16-11ea-a6a6-02e7594ce0a0,Assessment Investigator - Actor
61ad111d-c7f1-11ea-a292-02e7594ce0a0,Geography
61ad1121-c7f1-11ea-a292-02e7594ce0a0,Grid ID
61ad1127-c7f1-11ea-a292-02e7594ce0a0,Modern Country Territory
61ad1129-c7f1-11ea-a292-02e7594ce0a0,Country Type
6c5720fd-c7f2-11ea-a292-02e7594ce0a0,Geometry
6c572100-c7f2-11ea-a292-02e7594ce0a0,Geometry Location Observation
6c572101-c7f2-11ea-a292-02e7594ce0a0,Geometry Qualifier
6c572102-c7f2-11ea-a292-02e7594ce0a0,Geometry Extent Certainty
6c572103-c7f2-11ea-a292-02e7594ce0a0,Spatial Coordinates Ref System
6c572105-c7f2-11ea-a292-02e7594ce0a0,Location Certainty
6d3e2674-8f9d-11ea-a6a6-02e7594ce0a0,Feature Landform Type Certainty
73f48686-99a5-11ea-b04a-02e7594ce0a0,Indicator Belief
81f2e5aa-8f75-11ea-a6a6-02e7594ce0a0,Geoarchaeology Certainty Observation
8a202944-c7f2-11ea-a292-02e7594ce0a0,Maritime Region
8af31e3c-b9f4-11ea-9b1f-02e7594ce0a0,Related Heritage Place
8b38c406-99a5-11ea-b04a-02e7594ce0a0,Process Indicator Certainty
92f84dd8-8f9b-11ea-a6a6-02e7594ce0a0,Geoarchaeology Feature Assessment
947cca9a-1ea5-11eb-af98-02e7594ce0a0,Imagery Acquisition Date
947cca9d-1ea5-11eb-af98-02e7594ce0a0,Information Resource
947ccaa3-1ea5-11eb-af98-02e7594ce0a0,Assessment Activity Date
947ccaa4-1ea5-11eb-af98-02e7594ce0a0,Assessment Activity Type
947ccaa5-1ea5-11eb-af98-02e7594ce0a0,Google Earth Assessment
8fc30f34-cb7e-11ea-a292-02e7594ce0a0,Component Classification
9e035d58-99a5-11ea-b04a-02e7594ce0a0,Process Indicator/Evidence of Type
a107cddf-b14e-11ea-9b1f-02e7594ce0a0,Depth/Elevation
a107cde2-b14e-11ea-9b1f-02e7594ce0a0,Datum Description/EPSG code
d502562b-cb90-11ea-a292-02e7594ce0a0,Material
a107cde3-b14e-11ea-9b1f-02e7594ce0a0,Datum Type
a107cde4-b14e-11ea-9b1f-02e7594ce0a0,Minimum Depth/Max Elevation
a107cde5-b14e-11ea-9b1f-02e7594ce0a0,Datum
a107cde6-b14e-11ea-9b1f-02e7594ce0a0,Maximum Depth/Min Elevation
a798faf0-c7f2-11ea-a292-02e7594ce0a0,Maritime Region Type
aa130451-ca9b-11ea-a292-02e7594ce0a0,Designation
aa130454-ca9b-11ea-a292-02e7594ce0a0,Designation Event Timespan
aa130455-ca9b-11ea-a292-02e7594ce0a0,Designation To Date
aa130456-ca9b-11ea-a292-02e7594ce0a0,Designation From Date
b3cbce96-abf6-11ea-b04a-02e7594ce0a0,Marine Isotope Stages Belief
ba6d81d0-8f9b-11ea-a6a6-02e7594ce0a0,Feature Landform Belief
bfd9064c-8f75-11ea-a6a6-02e7594ce0a0,General Date
c04789e4-8f9f-11ea-a6a6-02e7594ce0a0,Feature Sediment Type
cf17a202-c7f2-11ea-a292-02e7594ce0a0,Overall Location Type
d2d5fcac-8f9b-11ea-a6a6-02e7594ce0a0,Feature Sediment Belief
e234ac56-b9f4-11ea-9b1f-02e7594ce0a0,Related Geoarchaeology/Palaeolandscape
ea8af467-b15a-11ea-9b1f-02e7594ce0a0,Disturbance Cause Assignment
ea8af46a-b15a-11ea-9b1f-02e7594ce0a0,Damage State
ea8af46d-b15a-11ea-9b1f-02e7594ce0a0,Intervention Activity Type
ea8af470-b15a-11ea-9b1f-02e7594ce0a0,Estimated Damage Extent
ea8af476-b15a-11ea-9b1f-02e7594ce0a0,Damage Observation 
ea8af479-b15a-11ea-9b1f-02e7594ce0a0,Recommendation Plan
ea8af47c-b15a-11ea-9b1f-02e7594ce0a0,Priority Assignment
ea8af47f-b15a-11ea-9b1f-02e7594ce0a0,Disturbance Event Timespan
ea8af482-b15a-11ea-9b1f-02e7594ce0a0,Overall Condition State Type
ea8af485-b15a-11ea-9b1f-02e7594ce0a0,Detailed Condition Assessments
ea8af488-b15a-11ea-9b1f-02e7594ce0a0,Threat Inference Making
ea8af48b-b15a-11ea-9b1f-02e7594ce0a0,Condition Assessment
ea8af48e-b15a-11ea-9b1f-02e7594ce0a0,Disturbance Cause Certainty 
ea8af48f-b15a-11ea-9b1f-02e7594ce0a0,Damage Extent Type
ea8af490-b15a-11ea-9b1f-02e7594ce0a0,Disturbance Cause Belief
ea8af491-b15a-11ea-9b1f-02e7594ce0a0,Effect Type
ea8af492-b15a-11ea-9b1f-02e7594ce0a0,Disturbance Date Occurred Before
ea8af493-b15a-11ea-9b1f-02e7594ce0a0,Threat Inference Making Assessor
ea8af494-b15a-11ea-9b1f-02e7594ce0a0,Effect Certainty
ea8af495-b15a-11ea-9b1f-02e7594ce0a0,Threat Probability 
ea8af496-b15a-11ea-9b1f-02e7594ce0a0,Recommendation Type
ea8af497-b15a-11ea-9b1f-02e7594ce0a0,Disturbance Date From
ea8af498-b15a-11ea-9b1f-02e7594ce0a0,Threat Belief
ea8af499-b15a-11ea-9b1f-02e7594ce0a0,Disturbance Cause Category Type
ea8af49a-b15a-11ea-9b1f-02e7594ce0a0,Condition State
ea8af49b-b15a-11ea-9b1f-02e7594ce0a0,Disturbance Cause Assignment Assessor
ea8af49c-b15a-11ea-9b1f-02e7594ce0a0,Threat Inference Making Assessor Name - Actor
ea8af49d-b15a-11ea-9b1f-02e7594ce0a0,Disturbance Cause Type 
ea8af49e-b15a-11ea-9b1f-02e7594ce0a0,Threat Category
ea8af49f-b15a-11ea-9b1f-02e7594ce0a0,Disturbance Date To 
ea8af4a0-b15a-11ea-9b1f-02e7594ce0a0,Threat Cause Type
ea8af4a1-b15a-11ea-9b1f-02e7594ce0a0,Disturbance Cause Assignment Assessor Name - Actor
ea8af4a2-b15a-11ea-9b1f-02e7594ce0a0,Disturbance Date Occurred On 
ea8af4a3-b15a-11ea-9b1f-02e7594ce0a0,Priority Type
f118a2a0-8f9b-11ea-a6a6-02e7594ce0a0,Feature Interpretation Belief
e98e1d0e-c38b-11ea-9026-02e7594ce0a0,Role Type Date To
f264eb92-abf6-11ea-b04a-02e7594ce0a0,Marine Isotope Stages
f4445434-8f9f-11ea-a6a6-02e7594ce0a0,Feature Sediment Type Certainty
77d18972-7428-11ea-b4d0-02e7594ce0a0,Grid Square
b3628db0-742d-11ea-b4d0-02e7594ce0a0,Grid ID
e98e1cfe-c38b-11ea-9026-02e7594ce0a0,Appellation
7248e0d0-ca96-11ea-a292-02e7594ce0a0,Grid Square Geometric Place Expression
6bde2541-cb7e-11ea-a292-02e7594ce0a0,Geometric Place Expression
057d2d6a-cc32-11ea-a292-02e7594ce0a0,Heritage Place
2b76d254-ce72-11ea-a292-02e7594ce0a0,Detailed Condition Assessment
5b3489b9-cb8f-11ea-a292-02e7594ce0a0,Measurement
5b3489bc-cb8f-11ea-a292-02e7594ce0a0,Measurements
5b3489bf-cb8f-11ea-a292-02e7594ce0a0,Dimension 
5b3489c0-cb8f-11ea-a292-02e7594ce0a0,Measurement Number
5b3489c1-cb8f-11ea-a292-02e7594ce0a0,Measurement Source Type 
5b3489c2-cb8f-11ea-a292-02e7594ce0a0,Dimension Type
5b3489c6-cb8f-11ea-a292-02e7594ce0a0,Measurement Unit
6bde253d-cb7e-11ea-a292-02e7594ce0a0,Geometry
6bde2540-cb7e-11ea-a292-02e7594ce0a0,Spatial Coordinates Ref System
6bde2542-cb7e-11ea-a292-02e7594ce0a0,Geometry Location Observation
6bde2543-cb7e-11ea-a292-02e7594ce0a0,Location Certainty
6c4f0702-c381-11ea-9026-02e7594ce0a0,Built Component
8fc30f31-cb7e-11ea-a292-02e7594ce0a0,Built Component Observation
9a895017-cb8e-11ea-a292-02e7594ce0a0,Assessment Activity
8fc30f35-cb7e-11ea-a292-02e7594ce0a0,Component Type
8fc30f36-cb7e-11ea-a292-02e7594ce0a0,Detailed Condition Assessment
e98e1d0f-c38b-11ea-9026-02e7594ce0a0,End of Existence
8fc30f37-cb7e-11ea-a292-02e7594ce0a0,Component Orientation
8fc30f38-cb7e-11ea-a292-02e7594ce0a0,Built Component Image
9a89500f-cb8e-11ea-a292-02e7594ce0a0,Assessment Summary
9a895012-cb8e-11ea-a292-02e7594ce0a0,Assessment Activity Date
9a895013-cb8e-11ea-a292-02e7594ce0a0,Assessment Activity Type
9a895014-cb8e-11ea-a292-02e7594ce0a0,Imagery Acquisition Date
9a895015-cb8e-11ea-a292-02e7594ce0a0,Information Resource
9a895016-cb8e-11ea-a292-02e7594ce0a0,Assessment Investigator - Actor
bb695340-cc07-11ea-a292-02e7594ce0a0,Investigator Role Type
d502562e-cb90-11ea-a292-02e7594ce0a0,Material Class
d502562f-cb90-11ea-a292-02e7594ce0a0,Construction Technique
d5025630-cb90-11ea-a292-02e7594ce0a0,Material Type
dc1d7248-cb7f-11ea-a292-02e7594ce0a0,Built Component Comments
0b14d416-c38c-11ea-9026-02e7594ce0a0,Cultural Period
4f1478a8-cc09-11ea-a292-02e7594ce0a0,Investigator Role Type
69ed71a0-c38c-11ea-9026-02e7594ce0a0,Role Type Date From
821dd7f6-c38c-11ea-9026-02e7594ce0a0,Role Type Date To
e98e1cef-c38b-11ea-9026-02e7594ce0a0,External XRef
e98e1cf2-c38b-11ea-9026-02e7594ce0a0,Related Information Resource
e98e1cf5-c38b-11ea-9026-02e7594ce0a0,Lifespan
e98e1cf8-c38b-11ea-9026-02e7594ce0a0,Description Assignment
e98e1cfb-c38b-11ea-9026-02e7594ce0a0,Person/Organization Photo
e98e1d08-c38b-11ea-9026-02e7594ce0a0,Appellation Type
e98e1d09-c38b-11ea-9026-02e7594ce0a0,Beginning of Existence
e98e1d0a-c38b-11ea-9026-02e7594ce0a0,Person-Organization
e98e1d0b-c38b-11ea-9026-02e7594ce0a0,Appellation Transliteration
e98e1d0c-c38b-11ea-9026-02e7594ce0a0,Role Type Date From
e98e1d0d-c38b-11ea-9026-02e7594ce0a0,Actor Role Type
e98e1d10-c38b-11ea-9026-02e7594ce0a0,End Date of Existence
e98e1d11-c38b-11ea-9026-02e7594ce0a0,End of Existence Time Span
e98e1d12-c38b-11ea-9026-02e7594ce0a0,Start Date of Existence
e98e1d13-c38b-11ea-9026-02e7594ce0a0,External Identifier Type
e98e1d14-c38b-11ea-9026-02e7594ce0a0,Description Type
e98e1d15-c38b-11ea-9026-02e7594ce0a0,Beginning of Existence Time Span
e98e1d16-c38b-11ea-9026-02e7594ce0a0,Country Type
e98e1d17-c38b-11ea-9026-02e7594ce0a0,Modern Country Territory
e98e1d18-c38b-11ea-9026-02e7594ce0a0,Geometric Place Expression
e98e1d19-c38b-11ea-9026-02e7594ce0a0,Description
e98e1d1a-c38b-11ea-9026-02e7594ce0a0,External Source
e98e1d1b-c38b-11ea-9026-02e7594ce0a0,Keyword
e98e1d1c-c38b-11ea-9026-02e7594ce0a0,Address
e98e1d1d-c38b-11ea-9026-02e7594ce0a0,Administrative Division 
34cfea74-c2c0-11ea-9026-02e7594ce0a0,Imagery Acquisition Date
d9abdfe0-c6a3-11ea-a292-02e7594ce0a0,Designation From Date
34cfea10-c2c0-11ea-9026-02e7594ce0a0,Detailed Condition Assessments
34cfe9e3-c2c0-11ea-9026-02e7594ce0a0,Heritage Place Resource Instance
34cfe9fe-c2c0-11ea-9026-02e7594ce0a0,Site Feature Interpretation Belief
34cfe9ef-c2c0-11ea-9026-02e7594ce0a0,Heritage Place Type
34cfe9f2-c2c0-11ea-9026-02e7594ce0a0,Measurements
34cfe9b6-c2c0-11ea-9026-02e7594ce0a0,Geography
34cfe9b9-c2c0-11ea-9026-02e7594ce0a0,Condition Assessment
34cfea1c-c2c0-11ea-9026-02e7594ce0a0,Geology
34cfea13-c2c0-11ea-9026-02e7594ce0a0,Site Feature Assignment
34cfea9b-c2c0-11ea-9026-02e7594ce0a0,Datum Type
34cfea9c-c2c0-11ea-9026-02e7594ce0a0,Tidal Range
34cfea9d-c2c0-11ea-9026-02e7594ce0a0,Bedrock Geology Type
d9abdfdb-c6a3-11ea-a292-02e7594ce0a0,Designation
34cfea72-c2c0-11ea-9026-02e7594ce0a0,Disturbance Cause Assignment Assessor
34cfea73-c2c0-11ea-9026-02e7594ce0a0,Resource Orientation
34cfea47-c2c0-11ea-9026-02e7594ce0a0,Measurement Number
5348cf6a-c2c5-11ea-9026-02e7594ce0a0,Geometry Location Observation
34cfea43-c2c0-11ea-9026-02e7594ce0a0,Country Type
34cfea22-c2c0-11ea-9026-02e7594ce0a0,Surficial Geology
34cfea28-c2c0-11ea-9026-02e7594ce0a0,Topography
34cfea2b-c2c0-11ea-9026-02e7594ce0a0,Bedrock Geology
34cfea2e-c2c0-11ea-9026-02e7594ce0a0,Assessment Summary
34cfea91-c2c0-11ea-9026-02e7594ce0a0,General Description Type
34cfea92-c2c0-11ea-9026-02e7594ce0a0,Disturbance Date Occurred Before
34cfea93-c2c0-11ea-9026-02e7594ce0a0,Land Cover Type
e3cc8c5b-c772-11ea-a292-02e7594ce0a0,Disturbance Date Occurred On 
34cfe9b3-c2c0-11ea-9026-02e7594ce0a0,Archaeological Assessment 
34cfea34-c2c0-11ea-9026-02e7594ce0a0,Information Resource
34cfea36-c2c0-11ea-9026-02e7594ce0a0,Disturbance Cause Assignment Assessor Name - Actor
34cfea39-c2c0-11ea-9026-02e7594ce0a0,Topography Type
34cfea3c-c2c0-11ea-9026-02e7594ce0a0,Material Class
38cff73e-c77b-11ea-a292-02e7594ce0a0,Date Inference Making Actor Name
34cfea68-c2c0-11ea-9026-02e7594ce0a0,Disturbance Cause Category Type
34cfe9ce-c2c0-11ea-9026-02e7594ce0a0,Damage Observation 
34cfe9dd-c2c0-11ea-9026-02e7594ce0a0,Resource Name
38cff738-c77b-11ea-a292-02e7594ce0a0,Cultural Period Certainty
34cfea75-c2c0-11ea-9026-02e7594ce0a0,Threat Inference Making Assessor Name - Actor
34cfea76-c2c0-11ea-9026-02e7594ce0a0,Threat Category
34cfea9e-c2c0-11ea-9026-02e7594ce0a0,Surficial Geology Type
38cff731-c77b-11ea-a292-02e7594ce0a0,Cultural Sub-period Belief 
38cff737-c77b-11ea-a292-02e7594ce0a0,Date Inference Making Actor
34cfea4a-c2c0-11ea-9026-02e7594ce0a0,Heritage Place Function
34cfea4c-c2c0-11ea-9026-02e7594ce0a0,Disturbance Cause Belief
bcd3a8ae-0404-11eb-a11c-0a5a9a4f6ef7,Google Earth Assessment
34cfea61-c2c0-11ea-9026-02e7594ce0a0,Land Cover Assessment Date
34cfea62-c2c0-11ea-9026-02e7594ce0a0,Site Feature Interpretation Number Type
34cfea78-c2c0-11ea-9026-02e7594ce0a0,Administrative Division 
34cfea79-c2c0-11ea-9026-02e7594ce0a0,Disturbance Cause Type 
34cfea7a-c2c0-11ea-9026-02e7594ce0a0,Disturbance Date To 
34cfea7b-c2c0-11ea-9026-02e7594ce0a0,Threat Cause Type
34cfea7c-c2c0-11ea-9026-02e7594ce0a0,Measurement Source Type 
5348cf6c-c2c5-11ea-9026-02e7594ce0a0,Geometry Extent Certainty
173ff15a-c5fb-11ea-9026-02e7594ce0a0,BP Date To
e265f832-f375-11ea-afe6-0a5a9a4f6ef7,FEATURE_ASSIGNMENT_INVESTIGATOR_NAME
e3cc8c57-c772-11ea-a292-02e7594ce0a0,Disturbance Event Timespan
e3cc8c5a-c772-11ea-a292-02e7594ce0a0,Disturbance Date Occurred Before
34cfea0a-c2c0-11ea-9026-02e7594ce0a0,Intervention Activity Type
34cfe9a4-c2c0-11ea-9026-02e7594ce0a0,Archaeological Certainty Observation
34cfea3f-c2c0-11ea-9026-02e7594ce0a0,Fetch Type
34cfe9d4-c2c0-11ea-9026-02e7594ce0a0,Recommendation Plan
34cfe9d7-c2c0-11ea-9026-02e7594ce0a0,Priority Assignment
34cfe9da-c2c0-11ea-9026-02e7594ce0a0,Disturbance Event Timespan
34cfe9f5-c2c0-11ea-9026-02e7594ce0a0,Overall Condition State Type
34cfe992-c2c0-11ea-9026-02e7594ce0a0,EAMENA ID
34cfe9e6-c2c0-11ea-9026-02e7594ce0a0,Overall Site Morphology Type
34cfe9e9-c2c0-11ea-9026-02e7594ce0a0,Site Feature Arrangement Type
34cfe99e-c2c0-11ea-9026-02e7594ce0a0,Disturbance Cause Assignment
34cfea4e-c2c0-11ea-9026-02e7594ce0a0,Material Type
34cfea51-c2c0-11ea-9026-02e7594ce0a0,Overall Archaeological Certainty Value 
34cfea66-c2c0-11ea-9026-02e7594ce0a0,Threat Belief
38cff734-c77b-11ea-a292-02e7594ce0a0,Cultural Period Belief
34cfea95-c2c0-11ea-9026-02e7594ce0a0,Cadastral Reference
34cfe9aa-c2c0-11ea-9026-02e7594ce0a0,Damage State
34cfe9ad-c2c0-11ea-9026-02e7594ce0a0,Heritage Place Assignment 
34cfea86-c2c0-11ea-9026-02e7594ce0a0,Dimension Type
34cfea87-c2c0-11ea-9026-02e7594ce0a0,Administrative Division Type
34cfea97-c2c0-11ea-9026-02e7594ce0a0,Name Type
34cfea98-c2c0-11ea-9026-02e7594ce0a0,Modern Country Territory
b7314be2-c5fa-11ea-9026-02e7594ce0a0,BP Date From
b9643302-0407-11eb-a11c-0a5a9a4f6ef7,GE Imagery Acquisition Date
3d218500-c385-11ea-9026-02e7594ce0a0,Built Component
d9abdfdf-c6a3-11ea-a292-02e7594ce0a0,Designation To Date
d2e1ab96-cc05-11ea-a292-02e7594ce0a0,Investigator Role Type
7deb8fcc-c6a5-11ea-a292-02e7594ce0a0,Restricted Access Record Designation
97a2c1fc-cb86-11ea-a292-02e7594ce0a0,SH Date to
a5eb59b4-0406-11eb-a11c-0a5a9a4f6ef7,Information Resource Acquisition Date
affb15b2-f375-11ea-afe6-0a5a9a4f6ef7,DAMAGE_TREND_TYPE
34cfea8d-c2c0-11ea-9026-02e7594ce0a0,Datum Description/EPSG code
34cfea8e-c2c0-11ea-9026-02e7594ce0a0,Damage Extent Type
34cfea8f-c2c0-11ea-9026-02e7594ce0a0,Address Type
34cfea90-c2c0-11ea-9026-02e7594ce0a0,Effect Type
3080eebe-c2c5-11ea-9026-02e7594ce0a0,Geometry
d9abdfde-c6a3-11ea-a292-02e7594ce0a0,Designation Event Timespan
5348cf6d-c2c5-11ea-9026-02e7594ce0a0,Spatial Coordinates Ref System
5435f2ee-c5fb-11ea-9026-02e7594ce0a0,AH Date To
651d5cc6-c5df-11ea-9026-02e7594ce0a0,Alternative Temporal Reference Systems
ce842cdc-c2c7-11ea-9026-02e7594ce0a0,Geometry Qualifier
34cfea9a-c2c0-11ea-9026-02e7594ce0a0,Site Feature Form Type
34cfea8a-c2c0-11ea-9026-02e7594ce0a0,Assessment Investigator - Actor
5348cf67-c2c5-11ea-9026-02e7594ce0a0,Geometric Place Expression
